,year,quarter,location,economic activity,micro enterprises,small enterprises,medium enterprises,large enterprises,total number of enterprises
4521,2022,1,Northern Border Region Office,الإقامة,31,12,1,0,44
4523,2022,1,Northern Border Region Office,الأنشطة الأخرى للتعدين واستغلال المحاجر,5,2,0,1,8
4524,2022,1,Northern Border Region Office,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,37,1,0,0,38
4525,2022,1,Northern Border Region Office,الأنشطة الإيجارية,240,9,0,0,249
4527,2022,1,Northern Border Region Office,الأنشطة الرياضية وأنشطة التسلية والترفيه,33,8,0,0,41
4528,2022,1,Northern Border Region Office,الأنشطة العقارية,28,3,0,0,31
4530,2022,1,Northern Border Region Office,الأنشطة المهنية والعلمية والتقنية الأخرى,6,0,0,0,6
4531,2022,1,Northern Border Region Office,الاتصالات,8,0,0,0,8
4532,2022,1,Northern Border Region Office,التخزين وأنشطة الدعم للنقل,27,4,1,0,32
4533,2022,1,Northern Border Region Office,التعليم,15,20,3,0,38
4535,2022,1,Northern Border Region Office,الصحة البشرية,19,22,4,0,45
4536,2022,1,Northern Border Region Office,الصناعة التحويلية الأخرى,6,1,0,0,7
4538,2022,1,Northern Border Region Office,النقل البري و النقل عبر الأنابيب,318,44,0,0,362
4539,2022,1,Northern Border Region Office,النقل الجوي,0,2,0,1,3
4542,2022,1,Northern Border Region Office,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,1003,124,7,0,1134
4543,2022,1,Northern Border Region Office,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,233,32,1,0,266
4544,2022,1,Northern Border Region Office,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,494,66,1,0,561
4545,2022,1,Northern Border Region Office,تجميع المياه ومعالجتها وتوصيلها,13,4,0,0,17
4546,2022,1,Northern Border Region Office,تشييد المباني,1303,220,19,4,1546
4548,2022,1,Northern Border Region Office,توصيل الكهرباء والغاز والبخار وتكييف الهواء,4,1,0,0,5
4550,2022,1,Northern Border Region Office,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,9,1,0,0,10
4552,2022,1,Northern Border Region Office,صنع الأثاث,56,6,0,0,62
4553,2022,1,Northern Border Region Office,صنع الحواسيب والمنتجات الإلكترونية والبصرية,13,3,0,0,16
4554,2022,1,Northern Border Region Office,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,50,5,0,0,55
4556,2022,1,Northern Border Region Office,صُنع المشروبات,4,3,0,0,7
4557,2022,1,Northern Border Region Office,صنع المعدات الكهربائية,43,5,0,0,48
4558,2022,1,Northern Border Region Office,صُنع الملبوسات,230,10,0,0,240
4559,2022,1,Northern Border Region Office,صُنع المنتجات الجلدية والمنتجات ذات الصلة,5,3,0,0,8
4560,2022,1,Northern Border Region Office,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,1,1,0,0,2
4561,2022,1,Northern Border Region Office,صُنع المنتجات الغذائية,128,31,0,0,159
4562,2022,1,Northern Border Region Office,صُنع المنسوجات,21,2,0,0,23
4563,2022,1,Northern Border Region Office,صُنع المواد الكيميائية والمنتجات الكيميائية,14,0,0,0,14
4564,2022,1,Northern Border Region Office,صُنع الورق ومنتجات الورق,1,2,0,0,3
4567,2022,1,Northern Border Region Office,صنع منتجات المعادن اللافلزية الأخرى,45,19,0,1,65
4568,2022,1,Northern Border Region Office,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),68,5,0,0,73
4569,2022,1,Northern Border Region Office,صيد الأسماك وتربية المائيات,10,0,0,0,10
4570,2022,1,Northern Border Region Office,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,4,2,0,0,6
4571,2022,1,Riyadh Region Office,أبحاث الإعلان والسوق,597,140,1,0,738
4572,2022,1,Riyadh Region Office,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,956,180,28,6,1170
4573,2022,1,Riyadh Region Office,إصلاح وتركيب الآلات والمعدات,619,116,10,5,750
4574,2022,1,Riyadh Region Office,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,208,85,5,3,301
4575,2022,1,Riyadh Region Office,أنشطة الأمن والتحقيقات,115,43,20,10,188
4576,2022,1,Riyadh Region Office,أنشطة الاستخدام,454,107,19,27,607
4577,2022,1,Riyadh Region Office,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,17,1,0,0,18
4578,2022,1,Riyadh Region Office,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,879,416,54,8,1357
4579,2022,1,Riyadh Region Office,أنشطة البرمجة والإذاعة,13,2,0,0,15
4580,2022,1,Riyadh Region Office,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,146,38,6,0,190
4581,2022,1,Riyadh Region Office,أنشطة التشييد المتخصصة,10597,3230,328,50,14205
4582,2022,1,Riyadh Region Office,أنشطة الخدمات الشخصية الأخرى,6452,1473,117,48,8090
4583,2022,1,Riyadh Region Office,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,267,123,21,14,425
4584,2022,1,Riyadh Region Office,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,193,165,27,2,387
4585,2022,1,Riyadh Region Office,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,6,2,1,0,9
4586,2022,1,Riyadh Region Office,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,716,429,97,23,1265
4587,2022,1,Riyadh Region Office,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,923,322,36,7,1288
4588,2022,1,Riyadh Region Office,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,94,39,2,0,135
4590,2022,1,Riyadh Region Office,أنشطة المنظمات ذات العضوية,206,49,4,0,259
4591,2022,1,Riyadh Region Office,أنشطة النشر,206,69,4,1,280
4592,2022,1,Riyadh Region Office,أنشطة تقديم الخدمات للمباني وتجميل المواقع,5732,3039,580,127,9478
4593,2022,1,Riyadh Region Office,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,42,10,5,6,63
4594,2022,1,Riyadh Region Office,أنشطة خدمات الأطعمة والمشروبات,10853,3612,415,76,14956
4596,2022,1,Riyadh Region Office,أنشطة خدمات دعم التعدين,80,36,5,3,124
4597,2022,1,Riyadh Region Office,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,3314,312,82,21,3729
4598,2022,1,Riyadh Region Office,استخراج النفط الخام والغاز الطبيعي,7,0,0,0,7
4599,2022,1,Riyadh Region Office,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,333,207,44,15,599
4600,2022,1,Riyadh Region Office,الإقامة,647,340,74,10,1071
4601,2022,1,Riyadh Region Office,الأنشطة الإبداعية والفنون وأنشطة الترفيه,114,19,3,1,137
4602,2022,1,Riyadh Region Office,الأنشطة الأخرى للتعدين واستغلال المحاجر,140,65,13,4,222
4603,2022,1,Riyadh Region Office,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,915,145,16,4,1080
4604,2022,1,Riyadh Region Office,الأنشطة الإيجارية,55806,1085,33,3,56927
4605,2022,1,Riyadh Region Office,الأنشطة البيطرية,55,47,6,0,108
4606,2022,1,Riyadh Region Office,الأنشطة الرياضية وأنشطة التسلية والترفيه,533,178,21,5,737
4607,2022,1,Riyadh Region Office,الأنشطة العقارية,1209,449,61,8,1727
4608,2022,1,Riyadh Region Office,الأنشطة القانونية وأنشطة المحاسبة,570,226,14,2,812
4609,2022,1,Riyadh Region Office,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,85,75,14,1,175
4610,2022,1,Riyadh Region Office,الأنشطة المهنية والعلمية والتقنية الأخرى,422,63,3,0,488
4612,2022,1,Riyadh Region Office,الاتصالات,376,162,25,13,576
4613,2022,1,Riyadh Region Office,البحث والتطوير في المجال العلمي,25,12,1,1,39
4614,2022,1,Riyadh Region Office,التخزين وأنشطة الدعم للنقل,1017,260,59,18,1354
4615,2022,1,Riyadh Region Office,التعليم,760,427,167,47,1401
4616,2022,1,Riyadh Region Office,الحراجة وقطع الأخشاب,4,5,2,0,11
4617,2022,1,Riyadh Region Office,الرعاية مع الإقامة,33,17,0,0,50
4618,2022,1,Riyadh Region Office,الصحة البشرية,522,641,197,64,1424
4619,2022,1,Riyadh Region Office,الصرف الصحي,36,16,3,2,57
4620,2022,1,Riyadh Region Office,الصناعة التحويلية الأخرى,200,99,16,4,319
4621,2022,1,Riyadh Region Office,الطباعة واستنساخ وسائط الأعلام المسجّلة,351,205,23,5,584
4622,2022,1,Riyadh Region Office,النقل البري و النقل عبر الأنابيب,10590,756,86,23,11455
4623,2022,1,Riyadh Region Office,النقل الجوي,323,71,32,13,439
4624,2022,1,Riyadh Region Office,النقل المائي,113,15,3,0,131
4625,2022,1,Riyadh Region Office,الهندسة المدنية,331,118,37,14,500
4626,2022,1,Riyadh Region Office,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,20792,6069,747,141,27749
4627,2022,1,Riyadh Region Office,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,11950,5351,705,177,18183
4628,2022,1,Riyadh Region Office,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,7411,1718,70,8,9207
4629,2022,1,Riyadh Region Office,تجميع المياه ومعالجتها وتوصيلها,124,34,8,0,166
4630,2022,1,Riyadh Region Office,تشييد المباني,11762,4819,1079,342,18002
4631,2022,1,Riyadh Region Office,تعدين الفحم والليغنيت,14,1,1,0,16
4632,2022,1,Riyadh Region Office,تعدين ركازات الفلزات,58,39,0,1,98
4633,2022,1,Riyadh Region Office,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,54,53,15,8,130
4634,2022,1,Riyadh Region Office,توصيل الكهرباء والغاز والبخار وتكييف الهواء,96,69,24,15,204
4635,2022,1,Riyadh Region Office,صناعة الآلات والمعدات غير المصنفة في موضع أخر,220,56,9,2,287
4636,2022,1,Riyadh Region Office,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,105,54,4,1,164
4637,2022,1,Riyadh Region Office,صناعة معدات النقل الأخرى,122,44,8,2,176
4638,2022,1,Riyadh Region Office,صنع الأثاث,1005,388,39,3,1435
4639,2022,1,Riyadh Region Office,صنع الحواسيب والمنتجات الإلكترونية والبصرية,273,119,29,7,428
4640,2022,1,Riyadh Region Office,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,829,255,39,7,1130
4641,2022,1,Riyadh Region Office,صنع الفلزات القاعدية,519,271,69,17,876
4642,2022,1,Riyadh Region Office,صُنع المشروبات,73,38,17,5,133
4643,2022,1,Riyadh Region Office,صنع المعدات الكهربائية,252,118,28,4,402
4644,2022,1,Riyadh Region Office,صُنع الملبوسات,2346,425,23,1,2795
4645,2022,1,Riyadh Region Office,صُنع المنتجات الجلدية والمنتجات ذات الصلة,83,14,1,0,98
4646,2022,1,Riyadh Region Office,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,52,27,7,1,87
4647,2022,1,Riyadh Region Office,صُنع المنتجات الغذائية,1448,555,82,27,2112
4648,2022,1,Riyadh Region Office,صُنع المنسوجات,220,86,12,9,327
4649,2022,1,Riyadh Region Office,صُنع المواد الكيميائية والمنتجات الكيميائية,443,237,39,2,721
4650,2022,1,Riyadh Region Office,صُنع الورق ومنتجات الورق,91,63,9,1,164
4651,2022,1,Riyadh Region Office,صنع فحم الكوك والمنتجات النفطية المكررة,34,12,1,0,47
4653,2022,1,Riyadh Region Office,صنع منتجات المطاط واللدائن,313,196,87,12,608
4654,2022,1,Riyadh Region Office,صنع منتجات المعادن اللافلزية الأخرى,1264,716,107,20,2107
4655,2022,1,Riyadh Region Office,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),1117,517,106,19,1759
4656,2022,1,Riyadh Region Office,صيد الأسماك وتربية المائيات,3363,16,1,1,3381
4657,2022,1,Riyadh Region Office,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,253,104,14,5,376
4658,2022,1,Qassim Region Office,أبحاث الإعلان والسوق,40,9,0,0,49
4659,2022,1,Qassim Region Office,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,297,36,3,0,336
4660,2022,1,Qassim Region Office,إصلاح وتركيب الآلات والمعدات,122,11,0,0,133
4661,2022,1,Qassim Region Office,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,10,1,0,0,11
4663,2022,1,Qassim Region Office,أنشطة الاستخدام,36,12,1,0,49
4664,2022,1,Qassim Region Office,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,11,0,0,0,11
4665,2022,1,Qassim Region Office,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,43,6,0,0,49
4668,2022,1,Qassim Region Office,أنشطة التشييد المتخصصة,3561,561,79,2,4203
4669,2022,1,Qassim Region Office,أنشطة الخدمات الشخصية الأخرى,1401,122,7,1,1531
4670,2022,1,Qassim Region Office,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,27,2,0,0,29
4671,2022,1,Qassim Region Office,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,57,55,3,0,115
4672,2022,1,Qassim Region Office,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,222,66,9,0,297
4673,2022,1,Qassim Region Office,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,56,21,1,0,78
4674,2022,1,Qassim Region Office,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,22,14,0,0,36
4676,2022,1,Qassim Region Office,أنشطة المنظمات ذات العضوية,36,13,1,0,50
4677,2022,1,Qassim Region Office,أنشطة النشر,16,6,0,0,22
4678,2022,1,Qassim Region Office,أنشطة تقديم الخدمات للمباني وتجميل المواقع,1334,285,57,15,1691
4679,2022,1,Qassim Region Office,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,4,6,0,0,10
4680,2022,1,Qassim Region Office,أنشطة خدمات الأطعمة والمشروبات,3607,883,55,3,4548
4681,2022,1,Qassim Region Office,أنشطة خدمات المعلومات,17,2,0,0,19
4682,2022,1,Qassim Region Office,أنشطة خدمات دعم التعدين,9,2,0,0,11
4683,2022,1,Qassim Region Office,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,1621,91,12,5,1729
4684,2022,1,Qassim Region Office,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,32,27,2,0,61
4685,2022,1,Qassim Region Office,الإقامة,116,54,6,1,177
4686,2022,1,Qassim Region Office,الأنشطة الإبداعية والفنون وأنشطة الترفيه,11,2,0,0,13
4687,2022,1,Qassim Region Office,الأنشطة الأخرى للتعدين واستغلال المحاجر,17,3,0,0,20
4688,2022,1,Qassim Region Office,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,97,7,3,0,107
4689,2022,1,Qassim Region Office,الأنشطة الإيجارية,1192,59,3,0,1254
4690,2022,1,Qassim Region Office,الأنشطة البيطرية,14,5,1,0,20
4691,2022,1,Qassim Region Office,الأنشطة الرياضية وأنشطة التسلية والترفيه,84,31,0,0,115
4692,2022,1,Qassim Region Office,الأنشطة العقارية,111,16,2,0,129
4693,2022,1,Qassim Region Office,الأنشطة القانونية وأنشطة المحاسبة,42,2,0,0,44
4695,2022,1,Qassim Region Office,الأنشطة المهنية والعلمية والتقنية الأخرى,25,6,0,0,31
4696,2022,1,Qassim Region Office,الاتصالات,86,19,0,0,105
4697,2022,1,Qassim Region Office,البحث والتطوير في المجال العلمي,3,0,0,0,3
4698,2022,1,Qassim Region Office,التخزين وأنشطة الدعم للنقل,127,38,4,0,169
4699,2022,1,Qassim Region Office,التعليم,62,40,18,2,122
4701,2022,1,Qassim Region Office,الرعاية مع الإقامة,9,4,0,0,13
4702,2022,1,Qassim Region Office,الصحة البشرية,47,89,26,4,166
4704,2022,1,Qassim Region Office,الصناعة التحويلية الأخرى,32,7,0,0,39
4705,2022,1,Qassim Region Office,الطباعة واستنساخ وسائط الأعلام المسجّلة,58,26,2,0,86
4706,2022,1,Qassim Region Office,النقل البري و النقل عبر الأنابيب,953,167,17,3,1140
4707,2022,1,Qassim Region Office,النقل الجوي,10,10,0,2,22
4709,2022,1,Qassim Region Office,الهندسة المدنية,53,14,5,0,72
4710,2022,1,Qassim Region Office,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,3704,685,48,7,4444
4711,2022,1,Qassim Region Office,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,1752,575,52,4,2383
4712,2022,1,Qassim Region Office,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,2394,405,15,2,2816
4713,2022,1,Qassim Region Office,تجميع المياه ومعالجتها وتوصيلها,34,8,0,0,42
4714,2022,1,Qassim Region Office,تشييد المباني,7718,1777,241,41,9777
4716,2022,1,Qassim Region Office,تعدين ركازات الفلزات,37,12,1,0,50
4718,2022,1,Qassim Region Office,توصيل الكهرباء والغاز والبخار وتكييف الهواء,12,4,0,0,16
4719,2022,1,Qassim Region Office,صناعة الآلات والمعدات غير المصنفة في موضع أخر,41,7,2,0,50
4720,2022,1,Qassim Region Office,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,28,7,1,0,36
4721,2022,1,Qassim Region Office,صناعة معدات النقل الأخرى,21,3,0,0,24
4722,2022,1,Qassim Region Office,صنع الأثاث,211,58,7,0,276
4723,2022,1,Qassim Region Office,صنع الحواسيب والمنتجات الإلكترونية والبصرية,49,11,1,0,61
4724,2022,1,Qassim Region Office,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,264,47,2,1,314
4725,2022,1,Qassim Region Office,صنع الفلزات القاعدية,233,40,2,0,275
4726,2022,1,Qassim Region Office,صُنع المشروبات,16,8,4,1,29
4728,2022,1,Qassim Region Office,صُنع الملبوسات,590,72,4,1,667
4730,2022,1,Qassim Region Office,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,5,4,1,0,10
4731,2022,1,Qassim Region Office,صُنع المنتجات الغذائية,441,99,36,6,582
4732,2022,1,Qassim Region Office,صُنع المنسوجات,91,19,1,0,111
4733,2022,1,Qassim Region Office,صُنع المواد الكيميائية والمنتجات الكيميائية,63,15,4,1,83
4734,2022,1,Qassim Region Office,صُنع الورق ومنتجات الورق,8,10,4,0,22
4737,2022,1,Qassim Region Office,صنع منتجات المطاط واللدائن,27,17,11,1,56
4738,2022,1,Qassim Region Office,صنع منتجات المعادن اللافلزية الأخرى,194,71,21,3,289
4739,2022,1,Qassim Region Office,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),711,108,7,3,829
4740,2022,1,Qassim Region Office,صيد الأسماك وتربية المائيات,84,2,0,0,86
4741,2022,1,Qassim Region Office,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,46,15,0,0,61
4742,2022,1,Al-Madinah Al-Munawwarah Region Office,أبحاث الإعلان والسوق,60,7,0,0,67
4743,2022,1,Al-Madinah Al-Munawwarah Region Office,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,173,11,0,0,184
4744,2022,1,Al-Madinah Al-Munawwarah Region Office,إصلاح وتركيب الآلات والمعدات,91,10,0,0,101
4746,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة الأمن والتحقيقات,9,2,1,0,12
4747,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة الاستخدام,40,11,0,0,51
4749,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,54,7,0,0,61
4751,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,8,1,0,0,9
4752,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة التشييد المتخصصة,1827,349,11,0,2187
4753,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة الخدمات الشخصية الأخرى,1573,142,2,0,1717
4755,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,74,35,10,0,119
4756,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,94,57,3,1,155
4757,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,62,9,1,0,72
4758,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,64,18,0,0,82
4759,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة المنظمات ذات العضوية,15,4,3,0,22
4760,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة النشر,36,13,1,0,50
4761,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة تقديم الخدمات للمباني وتجميل المواقع,862,219,17,4,1102
4762,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,8,1,0,0,9
4763,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة خدمات الأطعمة والمشروبات,3639,802,39,1,4481
4764,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة خدمات المعلومات,16,3,0,0,19
4766,2022,1,Al-Madinah Al-Munawwarah Region Office,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,784,57,3,0,844
4767,2022,1,Al-Madinah Al-Munawwarah Region Office,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,49,23,2,0,74
4768,2022,1,Al-Madinah Al-Munawwarah Region Office,الإقامة,255,120,31,5,411
4769,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة الإبداعية والفنون وأنشطة الترفيه,4,0,0,0,4
4770,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة الأخرى للتعدين واستغلال المحاجر,27,5,0,0,32
4771,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,117,11,0,0,128
4772,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة الإيجارية,749,46,3,0,798
4773,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة البيطرية,16,4,0,0,20
4774,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة الرياضية وأنشطة التسلية والترفيه,69,24,1,0,94
4775,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة العقارية,163,21,4,0,188
4776,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة القانونية وأنشطة المحاسبة,49,11,0,0,60
4777,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,12,3,0,0,15
4778,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة المهنية والعلمية والتقنية الأخرى,51,12,1,0,64
4782,2022,1,Al-Madinah Al-Munawwarah Region Office,التخزين وأنشطة الدعم للنقل,219,37,1,2,259
4783,2022,1,Al-Madinah Al-Munawwarah Region Office,التعليم,81,63,24,1,169
4785,2022,1,Al-Madinah Al-Munawwarah Region Office,الرعاية مع الإقامة,12,5,1,0,18
4786,2022,1,Al-Madinah Al-Munawwarah Region Office,الصحة البشرية,44,100,23,5,172
4788,2022,1,Al-Madinah Al-Munawwarah Region Office,الصناعة التحويلية الأخرى,30,14,2,0,46
4789,2022,1,Al-Madinah Al-Munawwarah Region Office,الطباعة واستنساخ وسائط الأعلام المسجّلة,55,14,0,0,69
4790,2022,1,Al-Madinah Al-Munawwarah Region Office,النقل البري و النقل عبر الأنابيب,697,65,1,0,763
4792,2022,1,Al-Madinah Al-Munawwarah Region Office,النقل المائي,11,0,0,0,11
4793,2022,1,Al-Madinah Al-Munawwarah Region Office,الهندسة المدنية,46,5,1,0,52
4794,2022,1,Al-Madinah Al-Munawwarah Region Office,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,5371,973,50,4,6398
4795,2022,1,Al-Madinah Al-Munawwarah Region Office,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,1685,399,29,2,2115
4796,2022,1,Al-Madinah Al-Munawwarah Region Office,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,1716,225,5,0,1946
4797,2022,1,Al-Madinah Al-Munawwarah Region Office,تجميع المياه ومعالجتها وتوصيلها,31,6,1,0,38
4798,2022,1,Al-Madinah Al-Munawwarah Region Office,تشييد المباني,3272,864,59,20,4215
4799,2022,1,Al-Madinah Al-Munawwarah Region Office,تعدين ركازات الفلزات,20,5,0,0,25
4800,2022,1,Al-Madinah Al-Munawwarah Region Office,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,3,0,0,0,3
4801,2022,1,Al-Madinah Al-Munawwarah Region Office,توصيل الكهرباء والغاز والبخار وتكييف الهواء,18,9,2,0,29
4804,2022,1,Al-Madinah Al-Munawwarah Region Office,صناعة معدات النقل الأخرى,11,5,0,0,16
4805,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع الأثاث,199,37,1,0,237
4806,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع الحواسيب والمنتجات الإلكترونية والبصرية,43,10,0,0,53
4807,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,115,17,0,0,132
4808,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع الفلزات القاعدية,89,18,4,1,112
4809,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع المشروبات,18,14,6,1,39
4810,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع المعدات الكهربائية,75,13,0,0,88
4811,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع الملبوسات,700,71,2,0,773
4814,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع المنتجات الغذائية,489,112,6,2,609
4815,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع المنسوجات,85,19,2,0,106
4816,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع المواد الكيميائية والمنتجات الكيميائية,41,13,2,0,56
4817,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع الورق ومنتجات الورق,3,6,1,0,10
4818,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع فحم الكوك والمنتجات النفطية المكررة,2,1,0,0,3
4820,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع منتجات المطاط واللدائن,32,17,4,0,53
4821,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع منتجات المعادن اللافلزية الأخرى,134,54,12,0,200
4822,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),320,48,5,0,373
